"aspectId","aspectName","aspectDescription","relationType","memberAspects","dataType","scoreMethod","choice","score","criteria","depth","level","parentAspectId"
"Q1327","GI.SAP11.273","273. In practice, the regulations governing gifts and hospitality offered to members of boards and management of the state-run pension funds are effective.","self","","SingleChoice","raw","0","0.0","The regulations governing gifts and hospitality to members of boards and management of the state-run pension funds are routinely ignored and unenforced.  Members of boards and management of the state-run pension funds routinely accept significant amounts of gifts and hospitality from outside interest groups and actors seeking to influence their decisions.","345","4","C397"
"Q1328","GI.SAP11.274","274. In practice, asset disclosures of members of boards and management of the state-run pension funds are audited.","self","","SingleChoice","raw","100","100.0","The asset disclosures of members of boards and management of the state-run pension funds are subject to at least random auditing using generally accepted auditing practices.","346","4","C397"
"Q1328","GI.SAP11.274","274. In practice, asset disclosures of members of boards and management of the state-run pension funds are audited.","self","","SingleChoice","raw","75","75.0",,"346","4","C397"
"Q1328","GI.SAP11.274","274. In practice, asset disclosures of members of boards and management of the state-run pension funds are audited.","self","","SingleChoice","raw","50","50.0","The asset disclosures of members of boards and management of the state-run pension funds are subject to random auditing, but audits are limited in some way, such as using inadequate auditing standards, or the presence of exceptions to disclosed assets.","346","4","C397"
"Q1328","GI.SAP11.274","274. In practice, asset disclosures of members of boards and management of the state-run pension funds are audited.","self","","SingleChoice","raw","25","25.0",,"346","4","C397"
"Q1328","GI.SAP11.274","274. In practice, asset disclosures of members of boards and management of the state-run pension funds are audited.","self","","SingleChoice","raw","0","0.0","The asset disclosures of members of boards and management of the state-run pension funds are not audited, or the audits performed have no value.  Audits may be performed by entities known to be partisan or biased in their practices.","346","4","C397"
"Q1329","GI.SAP11.275","275. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds within a reasonable time period.","self","","SingleChoice","raw","100","100.0","Records are available online, or records can be obtained within two weeks. Records are uniformly available.","347","4","C397"
"Q1329","GI.SAP11.275","275. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds within a reasonable time period.","self","","SingleChoice","raw","75","75.0",,"347","4","C397"
"Q1329","GI.SAP11.275","275. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds within a reasonable time period.","self","","SingleChoice","raw","50","50.0","Records take from two weeks to one month to obtain. Some additional delays may be experienced.  ","347","4","C397"
"Q1329","GI.SAP11.275","275. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds within a reasonable time period.","self","","SingleChoice","raw","25","25.0",,"347","4","C397"
"Q1329","GI.SAP11.275","275. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds within a reasonable time period.","self","","SingleChoice","raw","0","0.0","Records take more than one month to acquire. In some cases, most records may be available sooner, but there may be persistent delays in obtaining politically sensitive records. ","347","4","C397"
"Q1330","GI.SAP11.276","276. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds at a reasonable cost.","self","","SingleChoice","raw","100","100.0","Records are free to all citizens, or available for the cost of photocopying. Records can be obtained at little cost, such as by mail or online. A visit to city offices may be necessary to procure documents.","348","4","C397"
"Q1330","GI.SAP11.276","276. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds at a reasonable cost.","self","","SingleChoice","raw","75","75.0",,"348","4","C397"
"Q1330","GI.SAP11.276","276. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds at a reasonable cost.","self","","SingleChoice","raw","50","50.0","Records impose a financial burden on citizens, journalists, or CSOs. A visit outside the city to regional offices may be necessary to procure documents.","348","4","C397"
"Q1330","GI.SAP11.276","276. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds at a reasonable cost.","self","","SingleChoice","raw","25","25.0",,"348","4","C397"
"Q1330","GI.SAP11.276","276. In practice, the public can access the asset disclosure records of members of boards and management of the state-run pension funds at a reasonable cost.","self","","SingleChoice","raw","0","0.0","Retrieving records imposes a major financial burden on citizens, journalists, or CSOs. Records costs are prohibitive to most citizens, journalists, or CSOs trying to access this information.","348","4","C397"
"Q1331","GI.SAP11.277","277. In practice, the asset disclosure records of members of boards and management of the state-run pension funds are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","100","100.0","The information is available online and is as complete as possible, including any raw or meta data necessary to fully understand how the final information was generated. The information is primary source data, is made available in real-time or within a matter of weeks, is available to the public via an Application Programming Interface (API), and is machine readable. Anyone can access the information at any time, and there is no cost burden on the public in downloading or accessing the information. The information is archived and/or available online in perpetuity, and there are no licensing restrictions limiting its use.  ","349","4","C397"
"Q1331","GI.SAP11.277","277. In practice, the asset disclosure records of members of boards and management of the state-run pension funds are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","75","75.0",,"349","4","C397"
"Q1331","GI.SAP11.277","277. In practice, the asset disclosure records of members of boards and management of the state-run pension funds are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","50","50.0","The information is available online and is generally accessible, but some exceptions exist. Some information may not be machine readable (for example, locked in PDF format) and third-party programs or software may be required to process and use the information once it is downloaded. Certain licensing restrictions may impose a burden on sharing the information and/or analysis of the information.","349","4","C397"
"Q1331","GI.SAP11.277","277. In practice, the asset disclosure records of members of boards and management of the state-run pension funds are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","25","25.0",,"349","4","C397"
"Q1331","GI.SAP11.277","277. In practice, the asset disclosure records of members of boards and management of the state-run pension funds are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","0","0.0","The information is not available online, or is available online in such a format as to render it useless for the majority of the public. Special skills and/or software are required to process the information, and the information is not machine readable and must be manually ""scraped"" in order to analyze it in bulk. Significant cost and/or licensing barriers pose major hurdles in the public accessing or using the information.","349","4","C397"
"Q1332","GI.SAP11.278","278. In practice, the regulations restricting post-government private sector employment for members of boards and management of the state-run pension funds are effective.","self","","SingleChoice","raw","100","100.0","The regulations restricting private sector employment after leaving the office are uniformly enforced. There are no known cases of members of boards and management of the state-run pension funds taking jobs in the private sector after leaving office that would present a conflict of interest, including positions that directly seek to influence their former colleagues, without an adequate cooling off period.","350","4","C397"
"Q1332","GI.SAP11.278","278. In practice, the regulations restricting post-government private sector employment for members of boards and management of the state-run pension funds are effective.","self","","SingleChoice","raw","75","75.0",,"350","4","C397"
"Q1332","GI.SAP11.278","278. In practice, the regulations restricting post-government private sector employment for members of boards and management of the state-run pension funds are effective.","self","","SingleChoice","raw","50","50.0","The regulations restricting private sector employment after leaving the office are generally enforced though some exceptions may exist. Members of boards and management of the state-run pension funds sometimes take jobs in the private sector that present a conflict of interest. Cooling off periods may be too short or occasionally ignored.","350","4","C397"
"Q1332","GI.SAP11.278","278. In practice, the regulations restricting post-government private sector employment for members of boards and management of the state-run pension funds are effective.","self","","SingleChoice","raw","25","25.0",,"350","4","C397"
"Q1332","GI.SAP11.278","278. In practice, the regulations restricting post-government private sector employment for members of boards and management of the state-run pension funds are effective.","self","","SingleChoice","raw","0","0.0","The regulations restricting private sector employment after leaving the office are rarely or never enforced. Members of boards and management of the state-run pension funds routinely take jobs in the private sector that present a conflict of interest. Cooling off periods are non-existent or never enforced.","350","4","C397"
"C398","Category 398","Category 12. >","contains","C399","Float","mean","","","","351","1",""
"C399","Category 399",">. Ethics Enforcement Agencies","contains","C400|C401|C402|C403","Float","mean","","","","352","2","C398"
"C400","Category 400","12.1. Are there laws and regulations to promote and protect a professional ethics enforcement agency (or set of agencies)?","contains","Q1333|Q1334|Q1335|Q1336|Q1337|Q1338","Float","mean","","","","353","3","C399"
"Q1333","GI.SAP11.279","279. In law, there is an agency or set of agencies tasked with enforcing state ethics rules.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there is an agency or set of agencies tasked with enforcing state ethics rules.  This could be a state ethics rules Commission or a Secretary of State mandated to enforce the state’s ethics laws and regulations. A collection of ethics enforcement entities within various government departments and/or agencies also earns a YES score.","354","4","C400"
"Q1333","GI.SAP11.279","279. In law, there is an agency or set of agencies tasked with enforcing state ethics rules.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such agency or set of agencies exists, or if such agencies only cover a minority of state government offices or departments.","354","4","C400"
"Q1334","GI.SAP11.280","280. In law, the agency or set of agencies tasked with enforcing state ethics rules has an independently allocated budget for its activities.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the agency or set of agencies tasked with enforcing state ethics rules has a budget that is allocated independent of political negotiations in the state legislature and/or executive branch.","355","4","C400"
"Q1334","GI.SAP11.280","280. In law, the agency or set of agencies tasked with enforcing state ethics rules has an independently allocated budget for its activities.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if the budget of the agency or set of agencies tasked with enforcing state ethics rules depends on the outcome of political negotiations in the state legislature and/or executive branch.","355","4","C400"
"Q1335","GI.SAP11.281","281. In law, the agency or set of agencies tasked with enforcing state ethics rules can independently initiate investigations into alleged violations of state ethics rules/regulations.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if in law the agency or set of agencies tasked with enforcing state ethics rules can independently initiate investigations into alleged violations of state ethics rules regulations.","356","4","C400"
"Q1335","GI.SAP11.281","281. In law, the agency or set of agencies tasked with enforcing state ethics rules can independently initiate investigations into alleged violations of state ethics rules/regulations.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there are no such provisions in law. ","356","4","C400"
"Q1336","GI.SAP11.282","282. In law, the agency or set of agencies tasked with enforcing state ethics rules can impose penalties on individuals found in violation of state ethics rules/regulations.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the agency or set of agencies tasked with enforcing state ethics rules has the authority to impose penalties on offenders. A YES score is also earned if the agency or set of agencies can enforce penalties through cooperation with other entities (such as a law enforcement agency and/or the judiciary).","357","4","C400"
"Q1336","GI.SAP11.282","282. In law, the agency or set of agencies tasked with enforcing state ethics rules can impose penalties on individuals found in violation of state ethics rules/regulations.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there are no such provisions in law.","357","4","C400"
"Q1337","GI.SAP11.283","283. In law, the agency or set of agencies tasked with enforcing state ethics rules can propose the creation of relevant laws or regulations to bolster its mission.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if in law the agency or set of agencies tasked with enforcing state ethics rules can propose the creation of laws, regulations, or rules to the state legislature or other authority to bolster its mission and expand its mandate (assuming justification is provided).","358","4","C400"
"Q1337","GI.SAP11.283","283. In law, the agency or set of agencies tasked with enforcing state ethics rules can propose the creation of relevant laws or regulations to bolster its mission.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there are no such provisions in law.","358","4","C400"
"Q1338","GI.SAP11.284","284. In law, the agency or set of agencies tasked with enforcing state ethics rules has jurisdiction across all branches of the state government.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if in law the agency or set of agencies tasked with enforcing state ethics rules can monitor all branches of the state government.","359","4","C400"
"Q1338","GI.SAP11.284","284. In law, the agency or set of agencies tasked with enforcing state ethics rules has jurisdiction across all branches of the state government.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there are no such provisions in law, or if the state ethics rules agency lacks jurisdiction over key parts of the state government.","359","4","C400"
"C401","Category 401","12.2. Are the laws and regulations to promote and protect a professional ethics enforcement agency (or set of agencies) effective?","contains","Q1339|Q1340|Q1341|Q1342|Q1343|Q1344|Q1345|Q1346|Q1347","Float","mean","","","","360","3","C399"
"Q1339","GI.SAP11.285","285. In practice, the agency or set of agencies tasked with enforcing state ethics rules has sufficient staff and resources.","self","","SingleChoice","raw","100","100.0","The agency or set of agencies tasked with enforcing state ethics rules has sufficient staff and resources to fulfill its basic mandate.","361","4","C401"
"Q1339","GI.SAP11.285","285. In practice, the agency or set of agencies tasked with enforcing state ethics rules has sufficient staff and resources.","self","","SingleChoice","raw","75","75.0",,"361","4","C401"
"Q1339","GI.SAP11.285","285. In practice, the agency or set of agencies tasked with enforcing state ethics rules has sufficient staff and resources.","self","","SingleChoice","raw","50","50.0","The agency or set of agencies tasked with enforcing state ethics rules has limited staff and resources, or staff without necessary qualifications and resources to fulfill its basic mandate.","361","4","C401"
"Q1339","GI.SAP11.285","285. In practice, the agency or set of agencies tasked with enforcing state ethics rules has sufficient staff and resources.","self","","SingleChoice","raw","25","25.0",,"361","4","C401"
"Q1339","GI.SAP11.285","285. In practice, the agency or set of agencies tasked with enforcing state ethics rules has sufficient staff and resources.","self","","SingleChoice","raw","0","0.0","The agency or set of agencies tasked with enforcing state ethics rules has no staff and resources, or such limited staff and resources that the agency or set of agencies is clearly unqualified to fulfill its mandate.","361","4","C401"
"Q1340","GI.SAP11.286","286. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","100","100.0","Appointments to the agency or set of agencies tasked with enforcing state ethics rules and their professional evaluations are made based on professional qualifications. Individuals appointed are free from conflicts of interest arising from personal loyalties, family connections or other biases. Individuals appointed usually do not have clear political party affiliations.","362","4","C401"
"Q1340","GI.SAP11.286","286. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","75","75.0",,"362","4","C401"
"Q1340","GI.SAP11.286","286. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","50","50.0","Appointments and professional assessments are usually based on professional qualifications. Individuals appointed may have clear party loyalties, however.","362","4","C401"
"Q1340","GI.SAP11.286","286. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","25","25.0",,"362","4","C401"
"Q1340","GI.SAP11.286","286. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","0","0.0","Appointments and professional assessments are often based on political considerations. Individuals appointed often have conflicts of interest due to personal loyalties, family connections or other biases. Individuals appointed often have clear party loyalties.","362","4","C401"
"Q1341","GI.SAP11.287","287. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are protected from political interference.","self","","SingleChoice","raw","100","100.0","Members of the agency or set of agencies tasked with enforcing state ethics rules operate independently of the political process, without incentive or pressure to render favorable treatment or policy decisions on politically sensitive issues. Individual or collective judgments are rarely praised or criticized by political figures. Members of the agency or set of agencies tasked with enforcing state ethics rules can bring a case to the courts challenging politically-motivated firings or pressures.","363","4","C401"
"Q1341","GI.SAP11.287","287. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are protected from political interference.","self","","SingleChoice","raw","75","75.0",,"363","4","C401"
"Q1341","GI.SAP11.287","287. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are protected from political interference.","self","","SingleChoice","raw","50","50.0","Members of the agency or set of agencies tasked with enforcing state ethics rules are typically independent, yet are sometimes influenced in their judgments by negative or positive political or personal incentives. This may include favorable or unfavorable treatment by politically prominent personalities, public criticism or praise by the state officials, or other forms of influence. Members of the agency or set of agencies tasked with enforcing state ethics rules may bring a case to the judicial system challenging politically-motivated firings or pressures but the case may encounter delays or bureaucratic hurdles.","363","4","C401"
"Q1341","GI.SAP11.287","287. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are protected from political interference.","self","","SingleChoice","raw","25","25.0",,"363","4","C401"
"Q1341","GI.SAP11.287","287. In practice, members of the agency or set of agencies tasked with enforcing state ethics rules are protected from political interference.","self","","SingleChoice","raw","0","0.0","Members of the agency or set of agencies tasked with enforcing state ethics rules are commonly influenced by political or personal matters. This may include conflicting family relationships, professional partnerships, or other personal loyalties. Negative incentives may include threats, harassment or other abuses of power. Members of the agency or set of agencies tasked with enforcing state ethics rules are unable to find a remedy in the courts for unjustified or politically-motivated firings or pressures.","363","4","C401"
"Q1342","GI.SAP11.288","288. In practice, the agency or set of agencies tasked with enforcing state ethics rules independently initiates investigations into alleged violations of state ethics rules/regulations.","self","","SingleChoice","raw","100","100.0","The agency or set of agencies tasked with enforcing state ethics rules independently, regularly initiates investigations into alleged violations of state ethics rules/regulations, regardless of the individuals involved.","364","4","C401"
"Q1342","GI.SAP11.288","288. In practice, the agency or set of agencies tasked with enforcing state ethics rules independently initiates investigations into alleged violations of state ethics rules/regulations.","self","","SingleChoice","raw","75","75.0",,"364","4","C401"
"Q1342","GI.SAP11.288","288. In practice, the agency or set of agencies tasked with enforcing state ethics rules independently initiates investigations into alleged violations of state ethics rules/regulations.","self","","SingleChoice","raw","50","50.0","The agency or set of agencies tasked with enforcing state ethics rules at times initiates investigations into alleged violations of ethics regulations, but exceptions exist. Alleged violations involving powerful individuals may be ignored or only slowly investigated.","364","4","C401"
"Q1342","GI.SAP11.288","288. In practice, the agency or set of agencies tasked with enforcing state ethics rules independently initiates investigations into alleged violations of state ethics rules/regulations.","self","","SingleChoice","raw","25","25.0",,"364","4","C401"
"Q1342","GI.SAP11.288","288. In practice, the agency or set of agencies tasked with enforcing state ethics rules independently initiates investigations into alleged violations of state ethics rules/regulations.","self","","SingleChoice","raw","0","0.0","The agency or set of agencies tasked with enforcing state ethics rules rarely or never initiates investigations into alleged violations of state ethics rules regulations.","364","4","C401"
"Q1343","GI.SAP11.289","289. In practice, the agency or set of agencies tasked with enforcing state ethics rules imposes penalties on offenders.","self","","SingleChoice","raw","100","100.0","The agency or set of agencies tasked with enforcing state ethics rules regularly imposes penalties (whether through its own authority or in cooperation with other entities) on offenders regardless of the individuals involved.","365","4","C401"
"Q1343","GI.SAP11.289","289. In practice, the agency or set of agencies tasked with enforcing state ethics rules imposes penalties on offenders.","self","","SingleChoice","raw","75","75.0",,"365","4","C401"
"Q1343","GI.SAP11.289","289. In practice, the agency or set of agencies tasked with enforcing state ethics rules imposes penalties on offenders.","self","","SingleChoice","raw","50","50.0","The agency or set of agencies tasked with enforcing state ethics rules at times imposes penalties on offenders, but exceptions exist. Violations involving powerful individuals may be ignored or the punishment reduced.","365","4","C401"
"Q1343","GI.SAP11.289","289. In practice, the agency or set of agencies tasked with enforcing state ethics rules imposes penalties on offenders.","self","","SingleChoice","raw","25","25.0",,"365","4","C401"
"Q1343","GI.SAP11.289","289. In practice, the agency or set of agencies tasked with enforcing state ethics rules imposes penalties on offenders.","self","","SingleChoice","raw","0","0.0","The agency or set of agencies tasked with enforcing state ethics rules rarely or never imposes penalties on offenders.","365","4","C401"
"Q1344","GI.SAP11.290","290. In practice, the agency or set of agencies tasked with enforcing state ethics rules proposes the creation of relevant laws or regulations to bolster its mission.","self","","SingleChoice","raw","100","100.0","The agency or set of agencies tasked with enforcing state ethics rules regularly proposes new rules, regulations, and/or changes or amendments governing its authorities based on lessons learned during investigation, enforcement, and other activities.","366","4","C401"
"Q1344","GI.SAP11.290","290. In practice, the agency or set of agencies tasked with enforcing state ethics rules proposes the creation of relevant laws or regulations to bolster its mission.","self","","SingleChoice","raw","75","75.0",,"366","4","C401"
"Q1344","GI.SAP11.290","290. In practice, the agency or set of agencies tasked with enforcing state ethics rules proposes the creation of relevant laws or regulations to bolster its mission.","self","","SingleChoice","raw","50","50.0","The agency or set of agencies tasked with enforcing state ethics rules proposes new rules, regulations, and/or changes or amendments governing its authorities but is sometimes reluctant to do so, especially with respect to politically sensitive issues and/or in response to politically sensitive enforcement actions. The agency only proposes new rules or authorities in response to public pressure from public interest groups and/or the legislature.","366","4","C401"
"Q1344","GI.SAP11.290","290. In practice, the agency or set of agencies tasked with enforcing state ethics rules proposes the creation of relevant laws or regulations to bolster its mission.","self","","SingleChoice","raw","25","25.0",,"366","4","C401"
"Q1344","GI.SAP11.290","290. In practice, the agency or set of agencies tasked with enforcing state ethics rules proposes the creation of relevant laws or regulations to bolster its mission.","self","","SingleChoice","raw","0","0.0","The agency rarely or never proposes new rules, regulations, and/or changes or amendments governing its authorities.","366","4","C401"
"Q1345","GI.SAP11.291","291. In practice, the agency or set of agencies tasked with enforcing state ethics rules monitors all branches of the state government in an effective manner.","self","","SingleChoice","raw","100","100.0","The agency or set of agencies tasked with enforcing state ethics rules monitors all branches of the state government in an effective manner.","367","4","C401"
"Q1345","GI.SAP11.291","291. In practice, the agency or set of agencies tasked with enforcing state ethics rules monitors all branches of the state government in an effective manner.","self","","SingleChoice","raw","75","75.0",,"367","4","C401"
"Q1345","GI.SAP11.291","291. In practice, the agency or set of agencies tasked with enforcing state ethics rules monitors all branches of the state government in an effective manner.","self","","SingleChoice","raw","50","50.0","The system of monitoring the state government may be fragmented, e.g. the monitoring prerogatives are dispersed among multiple agencies which do not cooperate together.     ","367","4","C401"
"Q1345","GI.SAP11.291","291. In practice, the agency or set of agencies tasked with enforcing state ethics rules monitors all branches of the state government in an effective manner.","self","","SingleChoice","raw","25","25.0",,"367","4","C401"
"Q1345","GI.SAP11.291","291. In practice, the agency or set of agencies tasked with enforcing state ethics rules monitors all branches of the state government in an effective manner.","self","","SingleChoice","raw","0","0.0","The agency or set of agencies tasked with enforcing state ethics rules does not monitor all branches of the state government  or the monitoring may not be effective.","367","4","C401"
"Q1346","GI.SAP11.292","292. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts all complaints brought before it.","self","","SingleChoice","raw","100","100.0","The agency or set of agencies tasked with enforcing state ethics rules never ignores complaints brought before it except in cases where jurisdiction belongs to another government entity.","368","4","C401"
"Q1346","GI.SAP11.292","292. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts all complaints brought before it.","self","","SingleChoice","raw","75","75.0",,"368","4","C401"
"Q1346","GI.SAP11.292","292. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts all complaints brought before it.","self","","SingleChoice","raw","50","50.0","The agency or set of agencies tasked with enforcing state ethics rules accepts most complaints brought before it, though some exceptions may exist.   ","368","4","C401"
"Q1346","GI.SAP11.292","292. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts all complaints brought before it.","self","","SingleChoice","raw","25","25.0",,"368","4","C401"
"Q1346","GI.SAP11.292","292. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts all complaints brought before it.","self","","SingleChoice","raw","0","0.0","The agency or set of agencies tasked with enforcing state ethics rules routinely ignores most or all complaints brought before it, regardless of their merit.","368","4","C401"
"Q1347","GI.SAP11.293","293. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts complaints from anonymous complainants.  ","self","","SingleChoice","raw","100","100.0","The agency or set of agencies tasked with enforcing state ethics rules accepts and decides on all complaints, regardless of their origin or form of submission. This score may also be given if the agency or set of agencies tasked with enforcing state ethics rules dismisses certain rare anonymous complaints based on the formal reasons which are clearly defined in the internal regulations of the agency or set of agencies tasked with enforcing state ethics rules.","369","4","C401"
"Q1347","GI.SAP11.293","293. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts complaints from anonymous complainants.  ","self","","SingleChoice","raw","75","75.0",,"369","4","C401"
"Q1347","GI.SAP11.293","293. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts complaints from anonymous complainants.  ","self","","SingleChoice","raw","50","50.0","The agency or set of agencies tasked with enforcing state ethics rules usually accepts and decides on all complaints, regardless of their origin or form of submission, but it may require additional information about the complainants, thus endangering their anonymity.   ","369","4","C401"
"Q1347","GI.SAP11.293","293. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts complaints from anonymous complainants.  ","self","","SingleChoice","raw","25","25.0",,"369","4","C401"
"Q1347","GI.SAP11.293","293. In practice, the agency or set of agencies tasked with enforcing state ethics rules accepts complaints from anonymous complainants.  ","self","","SingleChoice","raw","0","0.0","The agency or set of agencies tasked with enforcing state ethics rules usually requires extensive information about the complainants, which makes the complaints non-anonymous.   ","369","4","C401"
"C402","Category 402","12.3. Are there regulations governing conflicts of interest by the ethics enforcement agencies?","contains","Q1348|Q1349|Q1350","Float","mean","","","","370","3","C399"
"Q1348","GI.SAP11.294","294. In law, members of the agency or set of agencies tasked with enforcing state ethics rules are required to file regular asset disclosure forms.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if members of the agency or set of agencies tasked with enforcing state ethics rules are required by law to file asset disclosure forms while in office, illustrating sources of income, stock holdings, and other assets.","371","4","C402"
"Q1348","GI.SAP11.294","294. In law, members of the agency or set of agencies tasked with enforcing state ethics rules are required to file regular asset disclosure forms.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if the members of the agency or set of agencies tasked with enforcing state ethics rules are not required to disclose assets. ","371","4","C402"
"Q1349","GI.SAP11.295","295. In law, there are regulations governing gifts and hospitality offered to the members of the agency or set of agencies tasked with enforcing state ethics rules.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there are formal guidelines regulating gifts and hospitality offered to members of the agency or set of agencies tasked with enforcing state ethics rules.","372","4","C402"
"Q1349","GI.SAP11.295","295. In law, there are regulations governing gifts and hospitality offered to the members of the agency or set of agencies tasked with enforcing state ethics rules.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there are no guidelines or regulations with respect to gifts and hospitality offered to members of the agency or set of agencies tasked with enforcing state ethics rules. A NO score is also earned if the guidelines are overly general and do not specify what is and is not appropriate.","372","4","C402"
"Q1350","GI.SAP11.296","296. In law, there are requirements for the independent auditing of the asset disclosure forms of members of the agency or set of agencies tasked with enforcing state ethics rules.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there is a legal or regulatory requirement for independent auditing of asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules. The auditing is performed by an impartial third party. Random auditing also merits a YES score.","373","4","C402"
"Q1350","GI.SAP11.296","296. In law, there are requirements for the independent auditing of the asset disclosure forms of members of the agency or set of agencies tasked with enforcing state ethics rules.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there are no legal or regulatory requirements for the independent auditing of asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules or if such requirements exist but allow for self-auditing.","373","4","C402"
"C403","Category 403","12.4. Are the regulations governing conflicts of interest by the ethics enforcement agencies effective?","contains","Q1351|Q1352|Q1353|Q1354|Q1355|Q1356|Q1357|Q1358","Float","mean","","","","374","3","C399"
"Q1351","GI.SAP11.297","297. In practice, the regulations governing gifts and hospitality offered to members of the agency or set of agencies tasked with enforcing state ethics rules are effective.","self","","SingleChoice","raw","100","100.0","The regulations governing gifts and hospitality to members of the agency or set of agencies tasked with enforcing state ethics rules are regularly enforced.  Members of the agency or set of agencies tasked with enforcing state ethics rules never or rarely accept gifts or hospitality above what is allowed.","375","4","C403"
"Q1351","GI.SAP11.297","297. In practice, the regulations governing gifts and hospitality offered to members of the agency or set of agencies tasked with enforcing state ethics rules are effective.","self","","SingleChoice","raw","75","75.0",,"375","4","C403"
"Q1351","GI.SAP11.297","297. In practice, the regulations governing gifts and hospitality offered to members of the agency or set of agencies tasked with enforcing state ethics rules are effective.","self","","SingleChoice","raw","50","50.0","The regulations governing gifts and hospitality to members of the agency or set of agencies tasked with enforcing state ethics rules are generally applied though exceptions exist.  Some members of the agency or set of agencies tasked with enforcing state ethics rules are known to accept greater amounts of gifts and hospitality from outside interest groups or private sector actors than is allowed.","375","4","C403"
"Q1351","GI.SAP11.297","297. In practice, the regulations governing gifts and hospitality offered to members of the agency or set of agencies tasked with enforcing state ethics rules are effective.","self","","SingleChoice","raw","25","25.0",,"375","4","C403"
"Q1351","GI.SAP11.297","297. In practice, the regulations governing gifts and hospitality offered to members of the agency or set of agencies tasked with enforcing state ethics rules are effective.","self","","SingleChoice","raw","0","0.0","The regulations governing gifts and hospitality to members of the agency or set of agencies tasked with enforcing state ethics rules are routinely ignored and unenforced.  Members of the agency or set of agencies tasked with enforcing state ethics rules routinely accept significant amounts of gifts and hospitality from outside interest groups and actors seeking to influence their decisions.","375","4","C403"
"Q1352","GI.SAP11.298","298. In practice, asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules are audited.","self","","SingleChoice","raw","100","100.0","The asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules are subject to at least random auditing using generally accepted auditing practices.","376","4","C403"
"Q1352","GI.SAP11.298","298. In practice, asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules are audited.","self","","SingleChoice","raw","75","75.0",,"376","4","C403"
